METER_ID,READ_TIME,READ_VALUE
2865,08/01/2020 17:00,48390
2865,08/01/2020 18:00,48390
2865,08/01/2020 19:00,48398
2865,08/01/2020 20:00,48398
2865,08/01/2020 21:00,48398
2865,08/01/2020 22:00,48398
2865,08/01/2020 23:00,48398
2865,09/01/2020 00:00,48398
2865,09/01/2020 01:00,48398
2865,09/01/2020 02:00,48398
2865,09/01/2020 03:00,48398
2865,09/01/2020 04:00,48398
2865,09/01/2020 05:00,48402
2865,09/01/2020 06:00,48413
2865,09/01/2020 07:00,48413
2865,09/01/2020 08:00,48413
2865,09/01/2020 09:00,48413
2865,09/01/2020 10:00,48413
2865,09/01/2020 11:00,48413
2865,09/01/2020 12:00,48413
2865,09/01/2020 13:00,48413
2865,09/01/2020 14:00,48413
2865,09/01/2020 15:00,48413
2865,09/01/2020 16:00,48413
2865,09/01/2020 17:00,48413
2865,09/01/2020 18:00,48413
2865,09/01/2020 19:00,48413
2865,09/01/2020 20:00,48413
2865,09/01/2020 21:00,48415
2865,09/01/2020 22:00,48415
2865,09/01/2020 23:00,48415
2865,10/01/2020 00:00,48415
2865,10/01/2020 01:00,48415
2865,10/01/2020 02:00,48415
2865,10/01/2020 03:00,48415
2865,10/01/2020 04:00,48415
2865,10/01/2020 05:00,48415
2865,10/01/2020 06:00,48415
2865,10/01/2020 07:00,48426
2865,10/01/2020 08:00,48428
2865,10/01/2020 09:00,48428
2865,10/01/2020 10:00,48429
2865,10/01/2020 11:00,48429
2865,10/01/2020 12:00,48430
2865,10/01/2020 13:00,48431
2865,10/01/2020 14:00,48431
2865,10/01/2020 15:00,48447
2865,10/01/2020 16:00,48454
2865,10/01/2020 17:00,48454
2865,10/01/2020 18:00,48457
2865,10/01/2020 19:00,48458
2865,10/01/2020 20:00,48458
2865,10/01/2020 21:00,48458
2865,10/01/2020 22:00,48458
2865,10/01/2020 23:00,48458
2865,11/01/2020 00:00,48458
2865,11/01/2020 01:00,48458
2865,11/01/2020 02:00,48458
2865,11/01/2020 03:00,48458
2865,11/01/2020 04:00,48458
2865,11/01/2020 05:00,48459
2865,11/01/2020 06:00,48471
2865,11/01/2020 07:00,48471
2865,11/01/2020 08:00,48471
2865,11/01/2020 09:00,48471
2865,11/01/2020 10:00,48473
2865,11/01/2020 11:00,48474
2865,11/01/2020 12:00,48474
2865,11/01/2020 13:00,48474
2865,11/01/2020 14:00,48474
2865,11/01/2020 15:00,48476
2865,11/01/2020 16:00,48477
2865,11/01/2020 17:00,48488
2865,11/01/2020 18:00,48492
2865,11/01/2020 19:00,48493
2865,11/01/2020 20:00,48493
2865,11/01/2020 21:00,48493
2865,11/01/2020 22:00,48493
2865,11/01/2020 23:00,48493
2865,12/01/2020 00:00,48493
2865,12/01/2020 01:00,48493
2865,12/01/2020 02:00,48493
2865,12/01/2020 03:00,48493
2865,12/01/2020 04:00,48493
2865,12/01/2020 05:00,48493
2865,12/01/2020 06:00,48497
2865,12/01/2020 07:00,48502
2865,12/01/2020 08:00,48508
2865,12/01/2020 09:00,48508
2865,12/01/2020 10:00,48508
2865,12/01/2020 11:00,48508
2865,12/01/2020 12:00,48508
2865,12/01/2020 13:00,48508
2865,12/01/2020 14:00,48508
2865,12/01/2020 15:00,48509
2865,12/01/2020 16:00,48510
2865,12/01/2020 17:00,48512
2865,12/01/2020 18:00,48512
2865,12/01/2020 19:00,48523
2865,12/01/2020 20:00,48529
2865,12/01/2020 21:00,48543
2865,12/01/2020 22:00,48543
2865,12/01/2020 23:00,48543
2865,13/01/2020 00:00,48543
2865,13/01/2020 01:00,48543
2865,13/01/2020 02:00,48543
2865,13/01/2020 03:00,48543
2865,13/01/2020 04:00,48543
2865,13/01/2020 05:00,48543
2865,13/01/2020 06:00,48543
2865,13/01/2020 07:00,48545
2865,13/01/2020 08:00,48556
2865,13/01/2020 09:00,48598
2865,13/01/2020 10:00,48655
2865,13/01/2020 11:00,48655
2865,13/01/2020 12:00,48656
2865,13/01/2020 13:00,48656
2865,13/01/2020 14:00,48656
2865,13/01/2020 15:00,48656
2865,13/01/2020 16:00,48657
2865,13/01/2020 17:00,48659
2865,13/01/2020 18:00,48659
2865,13/01/2020 19:00,48663
2865,13/01/2020 20:00,48663
2865,13/01/2020 21:00,48663
2865,13/01/2020 22:00,48663
2865,13/01/2020 23:00,48663
2865,14/01/2020 00:00,48663
2865,14/01/2020 01:00,48663
2865,14/01/2020 02:00,48663
2865,14/01/2020 03:00,48663
2865,14/01/2020 04:00,48663
2865,14/01/2020 05:00,48663
2865,14/01/2020 06:00,48665
2865,14/01/2020 07:00,48667
2865,14/01/2020 08:00,48675
2865,14/01/2020 09:00,48675
2865,14/01/2020 10:00,48676
2865,14/01/2020 11:00,48677
2865,14/01/2020 12:00,48677
2865,14/01/2020 13:00,48695
2865,14/01/2020 14:00,48695
2865,14/01/2020 15:00,48695
2865,14/01/2020 16:00,48699
2865,14/01/2020 17:00,48709
2865,14/01/2020 18:00,48715
2865,14/01/2020 19:00,48718
2865,14/01/2020 20:00,48726
2865,14/01/2020 21:00,48726
2865,14/01/2020 22:00,48726
2865,14/01/2020 23:00,48726
2865,15/01/2020 00:00,48726
2865,15/01/2020 01:00,48726
2865,15/01/2020 02:00,48726
2865,15/01/2020 03:00,48726
2865,15/01/2020 04:00,48726
2865,15/01/2020 05:00,48726
2865,15/01/2020 06:00,48727
2865,15/01/2020 07:00,48727
2865,15/01/2020 08:00,48734
2865,15/01/2020 09:00,48745
2865,15/01/2020 10:00,48746
2865,15/01/2020 11:00,48757
2865,15/01/2020 12:00,48760
2865,15/01/2020 13:00,48760
2865,15/01/2020 14:00,48760
2865,15/01/2020 15:00,48848
2865,15/01/2020 16:00,48867
2865,15/01/2020 17:00,48867
2865,15/01/2020 18:00,48876
2865,15/01/2020 19:00,48876
2865,15/01/2020 20:00,48877
2865,15/01/2020 21:00,48877
2865,15/01/2020 22:00,48877
2865,15/01/2020 23:00,48877
2865,16/01/2020 00:00,48877
2865,16/01/2020 01:00,48877
2865,16/01/2020 02:00,48877
2865,16/01/2020 03:00,48877
2865,16/01/2020 04:00,48877
2865,16/01/2020 05:00,48888
2865,16/01/2020 06:00,48892
2865,16/01/2020 07:00,48892
2865,16/01/2020 08:00,48892
2865,16/01/2020 09:00,48892
2865,16/01/2020 10:00,48892
2865,16/01/2020 11:00,48892
2865,16/01/2020 12:00,48892
2865,16/01/2020 13:00,48892
2865,16/01/2020 14:00,48892
2865,16/01/2020 15:00,48892
2865,16/01/2020 16:00,48892
2865,16/01/2020 17:00,48892
2865,16/01/2020 18:00,48892
2865,16/01/2020 19:00,48892
2865,16/01/2020 20:00,48892
2865,16/01/2020 21:00,48894
2865,16/01/2020 22:00,48894
2865,16/01/2020 23:00,48894
2865,17/01/2020 00:00,48894
2865,17/01/2020 01:00,48894
2865,17/01/2020 02:00,48894
2865,17/01/2020 03:00,48894
2865,17/01/2020 04:00,48894
2865,17/01/2020 05:00,48894
2865,17/01/2020 06:00,48897
2865,17/01/2020 07:00,48909
2865,17/01/2020 08:00,48909
2865,17/01/2020 09:00,48909
2865,17/01/2020 10:00,48910
2865,17/01/2020 11:00,48913
2865,17/01/2020 12:00,48916
2865,17/01/2020 13:00,48917
2865,17/01/2020 14:00,48917
2865,17/01/2020 15:00,48917
2865,17/01/2020 16:00,48922
2865,17/01/2020 17:00,48971
2865,17/01/2020 18:00,48974
2865,17/01/2020 19:00,48981
2865,17/01/2020 20:00,48981
2865,17/01/2020 21:00,48981
2865,17/01/2020 22:00,48981
2865,17/01/2020 23:00,48981
2865,18/01/2020 00:00,48981
2865,18/01/2020 01:00,48981
2865,18/01/2020 02:00,48981
2865,18/01/2020 03:00,48981
2865,18/01/2020 04:00,48981
2865,18/01/2020 05:00,48981
2865,18/01/2020 06:00,48981
2865,18/01/2020 07:00,48982
2865,18/01/2020 08:00,48982
2865,18/01/2020 09:00,48985
2865,18/01/2020 10:00,48993
2865,18/01/2020 11:00,48993
2865,18/01/2020 12:00,48993
2865,18/01/2020 13:00,48993
2865,18/01/2020 14:00,48993
2865,18/01/2020 15:00,48994
2865,18/01/2020 16:00,48995
2865,18/01/2020 17:00,49001
2865,18/01/2020 18:00,49010
2865,18/01/2020 19:00,49010
2865,18/01/2020 20:00,49017
2865,18/01/2020 21:00,49017
2865,18/01/2020 22:00,49017
2865,18/01/2020 23:00,49017
2865,19/01/2020 00:00,49017
2865,19/01/2020 01:00,49017
2865,19/01/2020 02:00,49017
2865,19/01/2020 03:00,49017
2865,19/01/2020 04:00,49017
2865,19/01/2020 05:00,49017
2865,19/01/2020 06:00,49027
2865,19/01/2020 07:00,49028
2865,19/01/2020 08:00,49028
2865,19/01/2020 09:00,49028
2865,19/01/2020 10:00,49029
2865,19/01/2020 11:00,49029
2865,19/01/2020 12:00,49029
2865,19/01/2020 13:00,49031
2865,19/01/2020 14:00,49033
2865,19/01/2020 15:00,49040
2865,19/01/2020 16:00,49040
2865,19/01/2020 17:00,49042
2865,19/01/2020 18:00,49043
2865,19/01/2020 19:00,49043
2865,19/01/2020 20:00,49043
2865,19/01/2020 21:00,49044
2865,19/01/2020 22:00,49044
2865,19/01/2020 23:00,49044
2865,20/01/2020 00:00,49044
2865,20/01/2020 01:00,49044
2865,20/01/2020 02:00,49044
2865,20/01/2020 03:00,49044
2865,20/01/2020 04:00,49044
2865,20/01/2020 05:00,49044
2865,20/01/2020 06:00,49044
2865,20/01/2020 07:00,49056
2865,20/01/2020 08:00,49057
2865,20/01/2020 09:00,49059
2865,20/01/2020 10:00,49062
2865,20/01/2020 11:00,49066
2865,20/01/2020 12:00,49186
2865,20/01/2020 13:00,49186
2865,20/01/2020 14:00,49190
2865,20/01/2020 15:00,49199
2865,20/01/2020 16:00,49202
2865,20/01/2020 17:00,49206
2865,20/01/2020 18:00,49206
2865,20/01/2020 19:00,49206
2865,20/01/2020 20:00,49220
2865,20/01/2020 21:00,49227
2865,20/01/2020 22:00,49227
2865,20/01/2020 23:00,49227
2865,21/01/2020 00:00,49227
2865,21/01/2020 01:00,49227
2865,21/01/2020 02:00,49227
2865,21/01/2020 03:00,49227
2865,21/01/2020 04:00,49227
2865,21/01/2020 05:00,49230
2865,21/01/2020 06:00,49232
2865,21/01/2020 07:00,49243
2865,21/01/2020 08:00,49243
2865,21/01/2020 09:00,49243
2865,21/01/2020 10:00,49243
2865,21/01/2020 11:00,49243
2865,21/01/2020 12:00,49243
2865,21/01/2020 13:00,49243
2865,21/01/2020 14:00,49243
2865,21/01/2020 15:00,49243
2865,21/01/2020 16:00,49243
2865,21/01/2020 17:00,49244
2865,21/01/2020 18:00,49244
2865,21/01/2020 19:00,49246
2865,21/01/2020 20:00,49246
2865,21/01/2020 21:00,49246
2865,21/01/2020 22:00,49246
2865,21/01/2020 23:00,49246
2865,22/01/2020 00:00,49246
2865,22/01/2020 01:00,49246
2865,22/01/2020 02:00,49246
2865,22/01/2020 03:00,49246
2865,22/01/2020 04:00,49246
2865,22/01/2020 05:00,49247
2865,22/01/2020 06:00,49247
2865,22/01/2020 07:00,49247
2865,22/01/2020 08:00,49263
2865,22/01/2020 09:00,49263
2865,22/01/2020 10:00,49263
2865,22/01/2020 11:00,49263
2865,22/01/2020 12:00,49263
2865,22/01/2020 13:00,49263
2865,22/01/2020 14:00,49263
2865,22/01/2020 15:00,49263
2865,22/01/2020 16:00,49263
2865,22/01/2020 17:00,49263
2865,22/01/2020 18:00,49263
2865,22/01/2020 19:00,49264
2865,22/01/2020 20:00,49271
2865,22/01/2020 21:00,49271
2865,22/01/2020 22:00,49271
2865,22/01/2020 23:00,49271
2865,23/01/2020 00:00,49271
2865,23/01/2020 01:00,49271
2865,23/01/2020 02:00,49271
2865,23/01/2020 03:00,49271
2865,23/01/2020 04:00,49271
2865,23/01/2020 05:00,49271
2865,23/01/2020 06:00,49272
2865,23/01/2020 07:00,49272
2865,23/01/2020 08:00,49279
2865,23/01/2020 09:00,49298
2865,23/01/2020 10:00,49391
2865,23/01/2020 11:00,49394
2865,23/01/2020 12:00,49395
2865,23/01/2020 13:00,49396
2865,23/01/2020 14:00,49398
2865,23/01/2020 15:00,49400
2865,23/01/2020 16:00,49400
2865,23/01/2020 17:00,49403
2865,23/01/2020 18:00,49404
2865,23/01/2020 19:00,49405
2865,23/01/2020 20:00,49405
2865,23/01/2020 21:00,49405
2865,23/01/2020 22:00,49405
2865,23/01/2020 23:00,49405
2865,24/01/2020 00:00,49405
2865,24/01/2020 01:00,49405
2865,24/01/2020 02:00,49405
2865,24/01/2020 03:00,49405
2865,24/01/2020 04:00,49405
2865,24/01/2020 05:00,49405
2865,24/01/2020 06:00,49406
2865,24/01/2020 07:00,49406
2865,24/01/2020 08:00,49407
2865,24/01/2020 09:00,49418
2865,24/01/2020 10:00,49421
2865,24/01/2020 11:00,49421
2865,24/01/2020 12:00,49421
2865,24/01/2020 13:00,49421
2865,24/01/2020 14:00,49423
2865,24/01/2020 15:00,49423
2865,24/01/2020 16:00,49438
2865,24/01/2020 17:00,49445
2865,24/01/2020 18:00,49448
2865,24/01/2020 19:00,49457
2865,24/01/2020 20:00,49457
2865,24/01/2020 21:00,49458
2865,24/01/2020 22:00,49458
2865,24/01/2020 23:00,49458
2865,25/01/2020 00:00,49458
2865,25/01/2020 01:00,49458
2865,25/01/2020 02:00,49458
2865,25/01/2020 03:00,49458
2865,25/01/2020 04:00,49459
2865,25/01/2020 05:00,49459
2865,25/01/2020 06:00,49460
2865,25/01/2020 07:00,49460
2865,25/01/2020 08:00,49463
2865,25/01/2020 09:00,49463
2865,25/01/2020 10:00,49474
2865,25/01/2020 11:00,49474
2865,25/01/2020 12:00,49474
2865,25/01/2020 13:00,49474
2865,25/01/2020 14:00,49480
2865,25/01/2020 15:00,49480
2865,25/01/2020 16:00,49480
2865,25/01/2020 17:00,49480
2865,25/01/2020 18:00,49488
2865,25/01/2020 19:00,49489
2865,25/01/2020 20:00,49489
2865,25/01/2020 21:00,49489
2865,25/01/2020 22:00,49489
2865,25/01/2020 23:00,49489
2865,26/01/2020 00:00,49489
2865,26/01/2020 01:00,49489
2865,26/01/2020 02:00,49489
2865,26/01/2020 03:00,49489
2865,26/01/2020 04:00,49489
2865,26/01/2020 05:00,49489
2865,26/01/2020 06:00,49489
2865,26/01/2020 07:00,49494
2865,26/01/2020 08:00,49504
2865,26/01/2020 09:00,49504
2865,26/01/2020 10:00,49504
2865,26/01/2020 11:00,49507
2865,26/01/2020 12:00,49508
2865,26/01/2020 13:00,49508
2865,26/01/2020 14:00,49508
2865,26/01/2020 15:00,49514
2865,26/01/2020 16:00,49514
2865,26/01/2020 17:00,49518
2865,26/01/2020 18:00,49522
2865,26/01/2020 19:00,49523
2865,26/01/2020 20:00,49523
2865,26/01/2020 21:00,49523
2865,26/01/2020 22:00,49523
2865,26/01/2020 23:00,49523
2865,27/01/2020 00:00,49523
2865,27/01/2020 01:00,49523
2865,27/01/2020 02:00,49523
2865,27/01/2020 03:00,49523
2865,27/01/2020 04:00,49523
2865,27/01/2020 05:00,49523
2865,27/01/2020 06:00,49523
2865,27/01/2020 07:00,49538
2865,27/01/2020 08:00,49538
2865,27/01/2020 09:00,49538
2865,27/01/2020 10:00,49539
2865,27/01/2020 11:00,49546
2865,27/01/2020 12:00,49546
2865,27/01/2020 13:00,49546
2865,27/01/2020 14:00,49546
2865,27/01/2020 15:00,49550
2865,27/01/2020 16:00,49552
2865,27/01/2020 17:00,49555
2865,27/01/2020 18:00,49584
2865,27/01/2020 19:00,49591
2865,27/01/2020 20:00,49594
2865,27/01/2020 21:00,49594
2865,27/01/2020 22:00,49594
2865,27/01/2020 23:00,49594
2865,28/01/2020 00:00,49594
2865,28/01/2020 01:00,49594
2865,28/01/2020 02:00,49594
2865,28/01/2020 03:00,49594
2865,28/01/2020 04:00,49597
2865,28/01/2020 05:00,49597
2865,28/01/2020 06:00,49597
2865,28/01/2020 07:00,49606
2865,28/01/2020 08:00,49609
2865,28/01/2020 09:00,49609
2865,28/01/2020 10:00,49617
2865,28/01/2020 11:00,49617
2865,28/01/2020 12:00,49624
2865,28/01/2020 13:00,49625
2865,28/01/2020 14:00,49625
2865,28/01/2020 15:00,49625
2865,28/01/2020 16:00,49626
2865,28/01/2020 17:00,49629
2865,28/01/2020 18:00,49630
2865,28/01/2020 19:00,49637
2865,28/01/2020 20:00,49641
2865,28/01/2020 21:00,49641
2865,28/01/2020 22:00,49641
2865,28/01/2020 23:00,49641
2865,29/01/2020 00:00,49641
2865,29/01/2020 01:00,49641
2865,29/01/2020 02:00,49641
2865,29/01/2020 03:00,49641
2865,29/01/2020 04:00,49641
2865,29/01/2020 05:00,49641
2865,29/01/2020 06:00,49642
2865,29/01/2020 07:00,49643
2865,29/01/2020 08:00,49648
2865,29/01/2020 09:00,49648
2865,29/01/2020 10:00,49649
2865,29/01/2020 11:00,49649
2865,29/01/2020 12:00,49650
2865,29/01/2020 13:00,49653
2865,29/01/2020 14:00,49655
2865,29/01/2020 15:00,49655
2865,29/01/2020 16:00,49655
2865,29/01/2020 17:00,49655
2865,29/01/2020 18:00,49704
2865,29/01/2020 19:00,49739
2865,29/01/2020 20:00,49739
2865,29/01/2020 21:00,49751
2865,29/01/2020 22:00,49751
2865,29/01/2020 23:00,49751
2865,30/01/2020 00:00,49751
2865,30/01/2020 01:00,49751
2865,30/01/2020 02:00,49751
2865,30/01/2020 03:00,49751
2865,30/01/2020 04:00,49753
2865,30/01/2020 05:00,49761
2865,30/01/2020 06:00,49765
2865,30/01/2020 07:00,49765
2865,30/01/2020 08:00,49765
2865,30/01/2020 09:00,49765
2865,30/01/2020 10:00,49765
2865,30/01/2020 11:00,49765
2865,30/01/2020 12:00,49765
2865,30/01/2020 13:00,49765
2865,30/01/2020 14:00,49765
2865,30/01/2020 15:00,49765
2865,30/01/2020 16:00,49765
2865,30/01/2020 17:00,49765
2865,30/01/2020 18:00,49765
2865,30/01/2020 19:00,49765
2865,30/01/2020 20:00,49765
2865,30/01/2020 21:00,49767
2865,30/01/2020 22:00,49767
2865,30/01/2020 23:00,49767
2865,31/01/2020 00:00,49767
2865,31/01/2020 01:00,49767
2865,31/01/2020 02:00,49767
2865,31/01/2020 03:00,49767
2865,31/01/2020 04:00,49767
2865,31/01/2020 05:00,49767
2865,31/01/2020 06:00,49767
2865,31/01/2020 07:00,49776
2865,31/01/2020 08:00,49778
2865,31/01/2020 09:00,49778
2865,31/01/2020 10:00,49778
2865,31/01/2020 11:00,49779
2865,31/01/2020 12:00,49780
2865,31/01/2020 13:00,49780
2865,31/01/2020 14:00,49786
2865,31/01/2020 15:00,49786
2865,31/01/2020 16:00,49786
2865,31/01/2020 17:00,49793
2865,31/01/2020 18:00,49798
2865,31/01/2020 19:00,49799
2865,31/01/2020 20:00,49799
2865,31/01/2020 21:00,49805
2865,31/01/2020 22:00,49805
2865,31/01/2020 23:00,49805
2865,01/02/2020 00:00,49805
2865,01/02/2020 01:00,49805
2865,01/02/2020 02:00,49805
2865,01/02/2020 03:00,49805
2865,01/02/2020 04:00,49805
2865,01/02/2020 05:00,49805
2865,01/02/2020 06:00,49806
2865,01/02/2020 07:00,49820
2865,01/02/2020 08:00,49827
2865,01/02/2020 09:00,49827
2865,01/02/2020 10:00,49837
2865,01/02/2020 11:00,49838
2865,01/02/2020 12:00,49838
2865,01/02/2020 13:00,49838
2865,01/02/2020 14:00,49839
2865,01/02/2020 15:00,49839
2865,01/02/2020 16:00,49839
2865,01/02/2020 17:00,49840
2865,01/02/2020 18:00,49844
2865,01/02/2020 19:00,49846
2865,01/02/2020 20:00,49850
2865,01/02/2020 21:00,49850
2865,01/02/2020 22:00,49850
2865,01/02/2020 23:00,49850
2865,02/02/2020 00:00,49850
2865,02/02/2020 01:00,49850
2865,02/02/2020 02:00,49850
2865,02/02/2020 03:00,49850
2865,02/02/2020 04:00,49850
2865,02/02/2020 05:00,49850
2865,02/02/2020 06:00,49852
2865,02/02/2020 07:00,49863
2865,02/02/2020 08:00,49863
2865,02/02/2020 09:00,49863
2865,02/02/2020 10:00,49892
2865,02/02/2020 11:00,49955
2865,02/02/2020 12:00,49955
2865,02/02/2020 13:00,49955
2865,02/02/2020 14:00,49955
2865,02/02/2020 15:00,49958
2865,02/02/2020 16:00,49961
2865,02/02/2020 17:00,49964
2865,02/02/2020 18:00,49964
2865,02/02/2020 19:00,49970
2865,02/02/2020 20:00,49970
2865,02/02/2020 21:00,49970
2865,02/02/2020 22:00,49970
2865,02/02/2020 23:00,49970
2865,03/02/2020 00:00,49970
2865,03/02/2020 01:00,49970
2865,03/02/2020 02:00,49970
2865,03/02/2020 03:00,49970
2865,03/02/2020 04:00,49970
2865,03/02/2020 05:00,49971
2865,03/02/2020 06:00,49977
2865,03/02/2020 07:00,49978
2865,03/02/2020 08:00,49992
2865,03/02/2020 09:00,49992
2865,03/02/2020 10:00,49992
2865,03/02/2020 11:00,49992
2865,03/02/2020 12:00,49992
2865,03/02/2020 13:00,49992
2865,03/02/2020 14:00,49992
2865,03/02/2020 15:00,49992
2865,03/02/2020 16:00,49992
2865,03/02/2020 17:00,49993
2865,03/02/2020 18:00,50022
2865,03/02/2020 19:00,50025
2865,03/02/2020 20:00,50025
2865,03/02/2020 21:00,50026
2865,03/02/2020 22:00,50026
2865,03/02/2020 23:00,50026
2865,04/02/2020 00:00,50026
2865,04/02/2020 01:00,50026
2865,04/02/2020 02:00,50026
2865,04/02/2020 03:00,50026
2865,04/02/2020 04:00,50027
